category,d_description_en,source
3_information_technology,Adp input-output and storage devices - maintenance,manual
3_information_technology,Adp input-output and storage devices - rental,manual
3_information_technology,Adp input-output and storage devices maintenance only,manual
3_information_technology,Adp input-output and storage devices microcomputers only,classifier
3_information_technology,Adp input - output and storage devices - installation,classifier
3_information_technology,Adp software,manual
3_information_technology,Adp software - installation,manual
3_information_technology,Adp software (other than microcomputers) technology assisted training,manual
3_information_technology,Adp software maintenance - other than microcomputer,manual
3_information_technology,Adp software microcomputers only,classifier
3_information_technology,Adp supplies,classifier
3_information_technology,Adp supplies maintenance only,classifier
3_information_technology,Adp support equipment,manual
3_information_technology,Adp support equipment - maintenance,classifier
3_information_technology,Adp support equipment maintenance only,classifier
3_information_technology,Adp support equipment microcomputers only,classifier
3_information_technology,Adpe system configuration,manual
3_information_technology,Adpe system configuration - installation,manual
3_information_technology,Adpe system configuration - lease,manual
3_information_technology,Adpe system configuration - maintenance only,classifier
